CAMERA_ID,LAT,LON,BadgersPerDay,BearsPerDay,BeaversPerDay,BobcatsPerDay,CatsPerDay,CottontailsPerDay,CoyotesPerDay,SandCranesPerDay,DeerPerDay,DogsPerDay,ElkPerDay,FishersPerDay,GreyFoxesPerDay,RedFoxesPerDay,GrousePerDay,MinkPerDay,MoosePerDay,MuskratsPerDay,OpossumsPerDay,BirdsPerDay,OttersPerDay,PheasantsPerDay,PorcupinesPerDay,RaccoonsPerDay,SkunksPerDay,SnowshoeHaresPerDay,SquirrelsPerDay,TurkeysPerDay,WeaselsPerDay,WolvesPerDay,WoodchucksPerDay
20601,46.06,-91.5,0,0.010999083,0,0,0.001833181,0,0.036663611,0,0.32355637,0.00091659,0,0.001833181,0,0.041246563,0,0,0,0,0,0.042163153,0,0,0.002749771,0.082493126,0,0,0.660861595,0.003666361,0,0.00091659,0
20682,46.1,-91.4,0,0.046540881,0,0.005031447,0,0.025157233,0.037735849,0,0.433962264,0.013836478,0,0.005031447,0,0.011320755,0.003773585,0.005031447,0,0,0,0.020125786,0.002515723,0,0.05408805,0.074213836,0,0,0.246540881,0.003773585,0,0.00754717,0
20683,43.13,-90.4,0,0,0,0.004189944,0.032588454,0.183426443,0.109869646,0,2.315642458,0.039571695,0,0,0,0.000465549,0,0,0,0,0.02886406,0.01396648,0,0,0,0.081936685,0.005586592,0,0.047951583,0.066108007,0,0,0
20741,43.06,-89.9,0,0,0,0.00408998,0.005623722,0.047034765,0.050102249,0.001533742,1.923312883,0.005623722,0,0,0,0,0,0.017893661,0,0,0.046523517,0.078732106,0,0,0,0.406952965,0.000511247,0,0.404396728,0.044478528,0,0,0.001022495
20761,43.06,-89.9,0,0,0,0.006955178,0.001545595,0.05950541,0.214064915,0,4.046367852,0.00309119,0,0,0,0.000772798,0,0,0,0,0.010046368,0.050231839,0,0,0,0.36862442,0.000772798,0,0.112828439,0.192426584,0,0,0
20801,43.04,-90,0,0,0,0,0,0.014248705,0.00388601,0,0.404792746,0.025906736,0,0,0,0,0,0,0,0,0.001943005,0.003238342,0,0,0,0.001943005,0,0,0.049222798,0.063471503,0,0,0
20921,43.14,-90.3,0,0,0,0,0,0.025185185,0.038518519,0,3.388148148,0,0,0,0,0,0,0,0,0,0.034074074,0,0,0,0,0.195555556,0,0,0.082962963,0.063703704,0,0,0.004444444
20941,43.07,-90.2,0,0,0,0.015082956,0,0.076923077,0.061840121,0,0.847662142,0,0,0,0,0,0,0,0,0,0.063348416,0.001508296,0,0,0,0,0.003016591,0,0.007541478,0.067873303,0,0,0.001508296
20961,42.9,-89.9,0,0,0,0,0,0.031620553,0.039525692,0.041501976,0.492094862,0.007905138,0,0,0,0,0,0.005928854,0,0,0.015810277,0.571146245,0,0,0,0.081027668,0.003952569,0,0,0,0,0,0
20962,43.09,-89.8,0,0,0,0.017687075,0.029024943,0.262585034,0.257142857,0,4.704761905,0.005442177,0,0,0,0,0,0,0,0,0.029024943,0.06984127,0,0,0,0.453061224,0.003174603,0,0.370521542,0.370975057,0,0,0
21023,46.1,-91.4,0,0.031662269,0,0.003957784,0,0.027704485,0.047493404,0,2.244063325,0.005277045,0,0,0,0.003957784,0.003957784,0,0,0,0,0.005277045,0,0,0.002638522,0.002638522,0,0,0.007915567,0.088390501,0,0.001319261,0
21161,43.13,-90.1,0,0,0,0.006271105,0.002894356,0.001929571,0.078147612,0,1.838880849,0.000482393,0,0,0,0,0,0.000482393,0,0,0.01447178,0.004823927,0,0,0,0.037626628,0.000964785,0,0.031837916,0.045344911,0,0,0.000482393
21246,43.07,-90,0.00056338,0,0,0.007887324,0,0.191549296,0.14028169,0,1.603943662,0,0,0,0,0,0,0,0,0,0.050704225,0.024788732,0,0,0,0.049014085,0.002253521,0,0.086760563,0.078873239,0.001126761,0,0
21681,43.01,-90.1,0.000484027,0,0,0.008228461,0.002420136,0.096805421,0.119554695,0,1.910939013,0.000968054,0,0,0,0,0,0,0,0,0.090997096,0.013068732,0,0,0,0.181510165,0.000968054,0,0.952565344,0.236205227,0,0,0
21721,43.16,-90.4,0,0,0,0.002469136,0.004938272,0.02962963,0.108641975,0,2.796296296,0.003703704,0,0,0,0,0,0,0,0,0.024691358,0.003703704,0,0,0,0.161728395,0,0,0.082716049,0.42962963,0,0,0
21761,45.64,-91.3,0,0.005366726,0,0,0.004472272,0.005366726,0.015205725,0,7.51431127,0.001788909,0,0,0,0,0.007155635,0,0,0,0,0.008944544,0,0,0,0.329159213,0,0,0.128801431,0.099284436,0,0.004472272,0
21762,46,-91.3,0,0.00669507,0,0.003651856,0,0.097991479,0.069993914,0,2.429701765,0.004260499,0,0.000608643,0,0.009738284,0.000608643,0.000608643,0,0,0,0.029823494,0.000608643,0,0,0.012172855,0.001217285,0,0.199026172,0.078514912,0,0,0
21821,46.13,-91.4,0,0.021156559,0,0.002820874,0,0.031029619,0.042313117,0,1.672778561,0.005641749,0,0,0,0,0.004231312,0,0,0,0,0.007052186,0,0,0.005641749,0.08180536,0,0,0.012693935,0.049365303,0.001410437,0.001410437,0
21841,43.13,-89.9,0,0,0,0,0.005033557,0.05704698,0.072147651,0,1.065436242,0.001677852,0,0,0,0,0,0.005033557,0,0,0.134228188,0.001677852,0,0,0,1.072147651,0.001677852,0,0.275167785,0.211409396,0,0,0
21881,45.83,-91,0,0.048525214,0,0.021408183,0.000475737,0.061370124,0.602283539,0.021408183,2.15699334,0.000475737,0,0,0,0.006184586,0.005233111,0,0,0,0,0.007611798,0.002378687,0,0.002854424,0.068981922,0.001427212,0,0.019029496,0.068981922,0,0.000475737,0
21882,45.84,-91,0.002526529,0.082870136,0,0.01414856,0,0.201111673,0.209196564,0,0.945932289,0.003031834,0,0,0,0,0.006063669,0,0,0,0,0.020717534,0.000505306,0,0.005558363,0.024254674,0.001515917,0,0.030823648,0.172814553,0,0.029813037,0
21901,46.12,-91.2,0,0.053299492,0,0,0,0.044416244,0.038071066,0.026649746,0.975888325,0.038071066,0,0,0,0,0,0,0,0,0,0.044416244,0.002538071,0,0,0.026649746,0,0,0.01142132,0.290609137,0,0.030456853,0
22001,45.94,-91.4,0,0.002057613,0,0,0,0,0,0,0.991769547,0,0,0.002057613,0,0,0,0,0,0,0,0,0,0,0,0.00617284,0,0,0.008230453,0,0,0,0
22041,43.15,-90.2,0,0,0,0,0,0.024804178,0.054830287,0,3.219321149,0,0,0,0,0,0,0,0,0,0.077023499,0.026109661,0,0,0,0.168407311,0,0,0.169712794,0.037859008,0,0,0
22062,45.82,-91.1,0,0.016129032,0,0,0,0.003225806,0.009677419,0,0.459677419,0,0,0.001612903,0,0,0,0,0,0,0,0.001612903,0,0,0,0.003225806,0,0,0.003225806,0.041935484,0,0,0
22081,45.8,-91.1,0,0.041931385,0,0.00635324,0,0.026683609,0.020330368,0,1.371029225,0,0.002541296,0.001270648,0,0,0,0,0,0,0,0,0,0,0,0.001270648,0,0,0,0.002541296,0,0,0
22182,45.79,-91.5,0,0.034653465,0,0.004950495,0,0.003712871,0.058168317,0,2.70049505,0,0,0.002475248,0,0.002475248,0,0,0,0,0,0.002475248,0,0,0.012376238,0.003712871,0,0,0.11509901,0.136138614,0,0,0
22261,43.14,-89.9,0,0,0,0.002053388,0.01026694,0.04312115,0.020533881,0,0.258726899,0.01026694,0,0,0,0,0,0,0,0,0.006160164,0.004106776,0,0,0,0.026694045,0,0,0.04312115,0.05338809,0,0,0.002053388
22301,44.03,-87.8,0,0,0,0,0.004545455,0.004040404,0.016666667,0,1.087878788,0.001010101,0,0,0,0,0,0,0,0,0.001010101,0.003030303,0,0,0,0.037373737,0,0,0.002525253,0.019191919,0,0,0
22361,44.81,-90.1,0.000492368,0.000492368,0,0,0,0,0.012309207,0.000492368,1.198424421,0.003446578,0,0.008862629,0,0.010339734,0,0.000984737,0,0,0,0.005416051,0,0,0,0.101920236,0.001477105,0,0.012309207,0.01427868,0,0,0
22381,45.84,-91.5,0,0.082304527,0,0.008230453,0.001028807,0.019547325,0.069958848,0,1.576131687,0.001028807,0,0.001028807,0,0.010288066,0.001028807,0.001028807,0,0,0,0.004115226,0,0,0,0.180041152,0.005144033,0,0.175925926,0.384773663,0,0.00617284,0.001028807
22401,45.39,-91.8,0,0.0075,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
22501,43.17,-90.3,0.003752345,0,0,0.005628518,0.108818011,0.170731707,0.028142589,0,0.789868668,0.001876173,0,0,0,0,0,0,0,0,0.082551595,0.185741088,0,0,0,0.07879925,0.015009381,0,0.063789869,0.101313321,0,0,0.001876173
22621,45.73,-91.5,0,0.005644403,0,0.005644403,0,0.000940734,0.008466604,0.002822201,0.884289746,0,0,0.001881468,0,0.002822201,0,0,0,0,0,0.030103481,0.002822201,0,0,0.278457197,0,0,0.126058325,0.001881468,0,0,0
22641,43.76,-90.6,0,0,0.000714286,0.009285714,0.012142857,0.226428571,0.047857143,0,3.297857143,0.002857143,0,0,0,0.003571429,0,0.003571429,0,0,0.180714286,0.019285714,0,0,0,0.664285714,0,0,1.155714286,0.080714286,0,0,0.002142857
22721,43.15,-90.1,0,0,0,0,0,0,0.031852473,0,1.21458508,0,0,0,0,0,0,0,0,0,0,0.000838223,0,0,0,0.038558256,0.000838223,0,0.028499581,0.064543168,0,0,0
22761,42.87,-90.2,0,0,0,0.002609603,0.008872651,0.032881002,0.018267223,0,0.422755741,0.204070981,0,0,0,0.031837161,0,0,0,0,0.182672234,0.015135699,0,0,0,0.212421712,0.000521921,0,1.995302714,0.100730689,0.000521921,0,0.003131524
22841,44.27,-91.3,0,0,0,0.001782531,0,0.053475936,0.032976827,0,3.147058824,0.028520499,0,0.001782531,0,0,0,0,0,0,0.005347594,0.038324421,0,0,0,0.180035651,0.000891266,0,0.205882353,0.075757576,0,0,0
22881,45.88,-91.1,0,0,0,0,0,0,0.001103753,0,0.267108168,0.006622517,0,0,0,0,0,0,0,0,0,0.006622517,0,0,0,0.009933775,0,0,0.001103753,0.007726269,0,0,0
22882,44,-90.1,0,0,0,0,0,0,0.055007052,0,0.812411848,0.002820874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004231312,0,0,0.018335684,0.022566996,0,0,0
22901,43.03,-89.9,0,0,0,0.001046025,0,0.089958159,0.110878661,0,0.593096234,0.00209205,0,0,0,0,0,0.001046025,0,0,0.011506276,0.014644351,0,0.00209205,0,0.081589958,0.019874477,0,0.031380753,0.080543933,0,0,0.001046025
23001,43.27,-88.5,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0.006901311,0,0,0,0.001380262,0,0,0.008971705,0.010351967,0,0,0
23081,44.91,-89.7,0,0.001647446,0,0,0,0,0.008237232,0,1.922570016,0,0,0.003294893,0,0,0.001647446,0,0,0,0,0.004942339,0,0,0,0.046128501,0,0,0.02306425,0.10708402,0,0,0
23141,43.08,-90.1,0,0,0,0,0.002057613,0.008230453,0.146090535,0,1.827160494,0.002057613,0,0,0,0,0,0,0,0,0.072016461,0.034979424,0,0,0,0.209876543,0,0,0.386831276,0.504115226,0,0,0
23181,42.9,-88,0,0,0,0,0.004895961,0.012239902,0.11995104,0.00244798,1.285189718,0,0,0,0,0,0,0,0,0,0.011015912,0.013463892,0,0,0,0.149326805,0,0,0.009791922,0.00244798,0,0,0
23321,43.19,-88.2,0,0,0,0,0.001992032,0.278884462,0.015936255,0,2.370517928,0.001992032,0,0,0,0,0,0,0,0,0.081673307,0.619521912,0,0,0,0.189243028,0,0,0.721115538,0.007968127,0,0,0
23341,42.95,-89.9,0,0,0,0,0.003636364,0.110909091,0.043636364,0,1.410909091,0,0,0,0,0,0.001818182,0.016363636,0,0,0.007272727,0.36,0,0.005454545,0,0.367272727,0,0,0.054545455,0.143636364,0,0,0
23361,43.2,-89.2,0,0,0,0,0,0.164753545,0.016880486,0,0.285617826,0.010803511,0,0,0,0,0,0,0,0,0.006752194,0.01215395,0,0,0,0.014179608,0,0,0.003376097,0.002700878,0.000675219,0,0
23424,45.17,-91.7,0,0.005071851,0,0.004226543,0,0,0.098901099,0,6.112426036,0.001690617,0,0.003381234,0,0.000845309,0,0,0,0,0,0.035502959,0.000845309,0.000845309,0,0.020287405,0,0,0.002535926,0.222316145,0,0,0
23425,46.37,-90.9,0,0.019683149,0,0.002400384,0,0,0.028804609,0,0.723475756,0.020643303,0,0.002400384,0,0,0.004320691,0.000480077,0,0,0,0.004800768,0,0,0.00144023,0.014402304,0,0,0.014882381,0.046567451,0.000480077,0.009601536,0
23501,43.04,-89.8,0,0,0,0.000529661,0.002648305,0.001059322,0.041313559,0,1.056673729,0.02065678,0,0.000529661,0,0,0,0.002118644,0,0,0.021716102,0.01059322,0,0,0,0.172139831,0.007944915,0,0.232521186,0.295550847,0.000529661,0,0.002118644
23502,44.37,-90.9,0,0.002373887,0,0,0.043323442,0.099703264,0.012462908,0,0.913353116,0.001186944,0,0.000593472,0.002373887,0.000593472,0,0,0,0,0.00652819,0.014243323,0,0,0,0.06231454,0.001186944,0,0.461127596,0.004154303,0,0,0
23561,42.65,-87.9,0,0,0,0,0.003246753,0.069805195,0.099025974,0,0.506493506,0.006493506,0,0,0,0,0,0,0,0,0.173701299,0.01461039,0,0,0,0.36525974,0,0,0.305194805,0,0.001623377,0,0
23581,44.59,-87.9,0,0,0,0,0.003348214,0.241071429,0.006138393,0.001674107,0.455357143,0.005580357,0,0,0,0.000558036,0,0,0,0,0.088727679,0.154575893,0,0,0,0.272879464,0.001116071,0,0.815848214,0.016741071,0,0,0
23662,44.66,-89,0,0.014189694,0,0.004480956,0,0.008961912,0.020911128,0.000746826,0.390589993,0,0,0,0,0.000746826,0,0,0,0,0.00373413,0.002240478,0,0,0.00373413,0.00373413,0.002240478,0,0.001493652,0.092606423,0,0.00373413,0
23681,44.01,-87.9,0.00162206,0,0,0,0.058394161,2.04217356,0.158150852,0,1.304947283,0.00081103,0,0,0,0.00648824,0,0.01784266,0,0,0.236009732,0.311435523,0.00243309,0,0,0.99756691,0.02919708,0,0.120032441,1.390105434,0,0,0
23701,42.86,-90.2,0,0,0,0.001204819,0.034939759,0.075903614,0.060240964,0,4.303614458,0,0,0,0,0.001204819,0,0,0,0,0.090361446,0.025301205,0,0.001204819,0,0.819277108,0.014457831,0,0.381927711,0.361445783,0,0,0
23801,45.64,-92.4,0,0.022698613,0.001261034,0,0,0,0.032786885,0,0.345523329,0,0,0.039092055,0,0,0.001261034,0,0,0,0,0.018915511,0,0,0,0.301387137,0,0,0.277427491,0.005044136,0,0,0
23821,44.54,-89.1,0,0.048768711,0,0.007725736,0.002897151,0.000965717,0.05890874,0.036697248,3.247223563,0,0,0.024625785,0.000965717,0.023660068,0,0.006277161,0,0,0.011105746,0.023177209,0,0,0.012071463,0.295509416,0.00338001,0,0.381941091,0.064703042,0.001931434,0,0.000965717
23861,44.3,-91.5,0,0,0.016985138,0,0.004246285,0.170912951,0.089171975,0.014861996,0.582802548,0.001061571,0,0.003184713,0,0,0,0.020169851,0,0,0.24522293,0.109341826,0.002123142,0,0,0.27388535,0,0,0.13163482,0,0,0,0
23881,44.46,-89.2,0,0,0,0.000619579,0,0,0.003097893,0,0.218711276,0.001858736,0,0.000619579,0,0,0,0,0,0,0,0.003097893,0,0,0,0,0,0,0.001239157,0.013011152,0,0,0
23882,44.41,-88.9,0,0,0,0.003257329,0.009771987,0.001628664,0.058631922,0.029315961,0.907166124,0,0,0.001628664,0,0.003257329,0,0.021172638,0,0,0.034201954,0.091205212,0.026058632,0,0.001628664,0.570032573,0,0,0.114006515,0.136807818,0,0,0
23922,42.56,-88,0,0,0,0,0.011476664,0,0.035960214,0.013006886,0.394032135,0,0,0,0,0,0,0,0,0,0,0.174445295,0,0,0,0.031369549,0,0,0.003060444,0.010711553,0,0,0
23961,45.88,-89.7,0,0.001949318,0,0,0.005198181,0.000649773,0.012345679,0.000649773,4.001299545,0.003248863,0,0,0,0.00259909,0,0,0,0,0.000649773,0.011695906,0,0,0,0.040935673,0,0,0.114359974,0.011695906,0,0,0
24001,44.47,-88.8,0,0,0.009598604,0.0008726,0,0.002617801,0.066317627,0.062827225,1.658813264,0.002617801,0,0.002617801,0,0.0008726,0,0.013089005,0,0,0.001745201,0.815881326,0.061082024,0,0,0.12390925,0,0,0.008726003,0.09947644,0,0,0
24061,43.26,-90.4,0,0,0,0.00212766,0.00212766,0.00212766,0.157446809,0,2.314893617,0,0,0,0,0,0,0.106382979,0,0,0.114893617,1.495744681,0,0,0,6.370212766,0.004255319,0,0.20212766,0.09787234,0,0,0
24081,45.44,-91.7,0,0.005343511,0,0,0.00610687,0.006870229,0.039694656,0,1.222900763,0.019847328,0,0.000763359,0,0.009923664,0.004580153,0,0,0,0,0.007633588,0.000763359,0,0,0.016030534,0,0,0.016030534,0.007633588,0,0,0
24101,46,-91.1,0,0.023898782,0,0.00656045,0,0.000468604,0.030927835,0,0.747891284,0,0.454545455,0,0,0.000468604,0,0,0,0,0,0.001405811,0.000937207,0,0.001874414,0.016869728,0.000468604,0,0.001405811,0.024367385,0,0.008903468,0
24121,44.43,-91,0,0,0,0,0,0,0.004524887,0,1.728506787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013574661,0,0.002262443,0
24141,45.96,-91.1,0,0.010309278,0,0,0,0,0.010309278,0,1.445360825,0.008247423,0,0,0,0.002061856,0,0,0,0,0,0.002061856,0,0,0,0,0,0,0,0.002061856,0,0,0
24181,44.74,-88.5,0,0,0,0,0.001967213,0.002622951,0.018360656,0,0.575081967,0.003278689,0,0,0,0,0,0,0,0,0.009836066,0.006557377,0,0,0,0.068852459,0.005901639,0,0.02557377,0.022295082,0,0,0
24202,43.07,-89.8,0,0.000611247,0,0.000611247,0,0.014669927,0.032396088,0,3.49205379,0.038508557,0,0,0,0.000611247,0,0,0,0,0,0.004278729,0,0,0,0.077017115,0,0,0.025672372,0.032396088,0,0,0
24221,46.08,-90.3,0,0.004497751,0,0,0.00149925,0.00149925,0.037481259,0.020989505,1.691154423,0.00149925,0,0,0,0.008995502,0,0,0,0,0,0.004497751,0,0,0.00149925,0.008995502,0.002998501,0,0.088455772,0.034482759,0,0.00149925,0
24242,43.02,-88.4,0,0,0,0,0.006200676,0.013528749,0.002818489,0.074971815,0.117812852,0.016347238,0,0,0,0.000563698,0,0.024802706,0,0,0.029312289,0.273957159,0,0.000563698,0,0.164036077,0,0,0.352311161,0.010710259,0,0,0
24243,44.2,-91.3,0,0,0,0,0,0.016453382,0.016453382,0,6.418647166,0,0,0,0,0,0,0,0,0,0.091407678,0.085923218,0,0,0,0.243144424,0.003656307,0,0.500914077,0.515539305,0,0,0
24244,46.08,-91.1,0,0.009214355,0,0.001939864,0,0.004849661,0.024248303,0.001454898,1.015518914,0.007274491,0,0.000969932,0,0.004364694,0.001454898,0.001454898,0,0,0,0.028128031,0.014548982,0,0,0.064985451,0,0,0.020368574,0.024733269,0,0.003394762,0
24245,44.14,-87.7,0.001054852,0,0,0,0.034810127,0.798523207,0.035864979,0,0.812763713,0.010548523,0,0,0,0.039556962,0,0.009493671,0,0,0.334388186,0.019514768,0,0,0,0.510548523,0.011603376,0,1.431962025,0.46149789,0.002109705,0,0.012130802
24261,43.07,-90.2,0,0,0,0.000839631,0,0,0.289672544,0,2.376994123,0.013434089,0,0,0,0,0,0,0,0,0.000839631,0.000839631,0,0,0,0.017632242,0,0,0.009235936,0.091519731,0,0,0
24301,42.77,-87.8,0,0,0.000627353,0,0,0.016311167,0.051442911,0,0.491217064,0,0,0,0,0,0,0.006273526,0,0,0.062107905,0.070263488,0,0,0,0.174404015,0,0,0.91468005,0.012547051,0,0,0
24321,43.01,-90.4,0,0,0,0,0.020785219,0.006928406,0.163972286,0,9.394919169,0.004618938,0,0,0,0,0,0,0,0,0.011547344,0.018475751,0,0,0,0.37182448,0,0,0,0.108545035,0,0,0
24341,45.87,-91.5,0,0.100765306,0,0.001913265,0,0.083545918,0.033163265,0,0.77997449,0.00127551,0,0.006377551,0,0.00255102,0.004464286,0,0,0,0,0.005739796,0,0,0,0.051020408,0,0,0.070790816,0.008928571,0,0,0
24422,46.26,-90.1,0,0.006931608,0,0.000462107,0,0.063770795,0.024029575,0,0.677911275,0.002772643,0,0,0,0.088262477,0.001386322,0,0,0,0,0.024491682,0,0,0.000462107,0.057763401,0.000462107,0,0.094269871,0.421441774,0,0.000462107,0
24441,43.14,-90.2,0,0,0,0,0,0,0.012170385,0,1.018255578,0,0,0,0,0,0,0,0,0,0,0.001014199,0,0,0,0,0,0,0.002028398,0.005070994,0,0,0
24461,44.42,-89,0.002046385,0.001364256,0,0,0,0.003410641,0.105047749,0,2.712141883,0.001364256,0,0.003410641,0,0,0,0,0,0,0.025238745,0.001364256,0,0,0.001364256,0.03888131,0,0,0.229195089,0.478854025,0,0,0
24501,46.17,-90,0,0.04974271,0,0,0,0.008576329,0.030874786,0,0.881646655,0.085763293,0,0,0,0.001715266,0,0,0,0,0,0.003430532,0,0,0,0.001715266,0,0,0,0.044596913,0,0,0
24521,46.45,-90.2,0,0.040836169,0,0.013125912,0,0.159941663,0.103062713,0,0.672824502,0.012639767,0,0.003889159,0,0.000486145,0.019445795,0,0,0,0,0.022362664,0.001458435,0,0.001458435,0.029654837,0,0,0.070977151,0.014584346,0.001458435,0.000486145,0
24561,42.57,-90.3,0,0,0,0.003267974,0,0.013071895,0.126633987,0,0.535947712,0.006535948,0,0,0,0.000816993,0,0,0,0,0.000816993,0.004084967,0,0,0,0.000816993,0,0,0,0.029411765,0,0,0
24583,44.6,-88,0,0,0,0,0,0.134644478,0.05093293,0.006051437,1.321230459,0.001512859,0,0.000504286,0,0,0,0,0,0,0.014624307,0.021684317,0,0,0,0.091780131,0.019667171,0,0.15279879,0.143217347,0,0.001008573,0
24622,43.22,-90.7,0,0,0,0,0,0.001818182,0.005454545,0,2.081818182,0,0,0,0,0,0,0,0,0,0.010909091,0.003636364,0,0,0,0.305454545,0,0,0.025454545,0.109090909,0,0,0
24641,46.41,-90.2,0,0.014765101,0,0,0.033557047,0.057718121,0.046979866,0,0.190604027,0.638926174,0,0,0,0.036241611,0.006711409,0,0,0,0,0.009395973,0,0,0,0.020134228,0.056375839,0,0.261744966,0.002684564,0.001342282,0,0
24721,44.04,-87.9,0,0,0,0,0.000536193,0,0.03538874,0.015013405,0.494369973,0.062198391,0,0,0,0,0,0,0,0,0.007506702,0.261126005,0.002680965,0,0,0.532439678,0,0,0.440214477,0.148525469,0,0,0
24761,44.49,-89.5,0,0,0,0,0.00295858,0.085798817,0.00295858,0,2.581360947,0,0,0,0,0,0,0,0,0,0.00295858,0.025147929,0,0,0,0.014792899,0,0,1.068047337,0.01035503,0,0,0
24762,44.03,-87.9,0,0,0,0,0,0.003053435,0.007633588,0.087022901,2.198473282,0,0,0,0,0,0,0.003053435,0,0,0.001526718,0.00610687,0,0,0,0.099236641,0,0,0.004580153,0.038167939,0,0,0
24822,44.91,-92.3,0,0.002343018,0,0,0.010309278,0.311152765,0.036082474,0,1.732427366,0.005154639,0,0.008903468,0,0,0,0.000468604,0,0,0.000468604,0.066541706,0,0.003280225,0,0.015463918,0.002811621,0,0.080599813,0.065604499,0,0,0
24861,46.42,-90.2,0,0.030254777,0,0,0,0.017515924,0.020700637,0,0.340764331,0.006369427,0,0,0,0,0,0,0,0,0,0.017515924,0.00477707,0,0,0.100318471,0,0,0.046178344,0.00477707,0,0.001592357,0
24862,46.37,-90.3,0,0.008264463,0,0,0,0,0.004132231,0,0.059917355,0.020661157,0,0,0,0,0.002066116,0,0,0,0,0.008264463,0.002066116,0,0,0.092975207,0,0,0.05785124,0.004132231,0,0.002066116,0
